Ed25519 Signature Verification
=========================================================
Producing Public Parameters...
PublicParams::setup, took 4.924571491s 
Number of constraints per step (primary circuit): 1446505
Number of constraints per step (secondary circuit): 10357
Number of variables per step (primary circuit): 1434903
Number of variables per step (secondary circuit): 10337
Generating a RecursiveSNARK...
RecursiveSNARK::prove_step 146: true, took 1.234432296s 
RecursiveSNARK::prove_step 147: true, took 1.143675642s 
RecursiveSNARK::prove_step 148: true, took 1.145362919s 
RecursiveSNARK::prove_step 149: true, took 1.171011094s 
RecursiveSNARK::prove_step 150: true, took 1.149033553s 
RecursiveSNARK::prove_step 151: true, took 1.145752367s 
RecursiveSNARK::prove_step 152: true, took 1.16949769s 
RecursiveSNARK::prove_step 153: true, took 1.147006827s 
RecursiveSNARK::prove_step 154: true, took 1.14526338s 
RecursiveSNARK::prove_step 155: true, took 1.189719983s 
RecursiveSNARK::prove_step 156: true, took 1.233927058s 
RecursiveSNARK::prove_step 157: true, took 1.175363392s 
RecursiveSNARK::prove_step 158: true, took 1.176776846s 
RecursiveSNARK::prove_step 159: true, took 1.166267943s 
RecursiveSNARK::prove_step 160: true, took 1.16201838s 
RecursiveSNARK::prove_step 161: true, took 1.172628932s 
RecursiveSNARK::prove_step 162: true, took 1.143578521s 
RecursiveSNARK::prove_step 163: true, took 1.151259874s 
RecursiveSNARK::prove_step 164: true, took 1.161981411s 
RecursiveSNARK::prove_step 165: true, took 1.171303138s 
RecursiveSNARK::prove_step 166: true, took 1.144447437s 
RecursiveSNARK::prove_step 167: true, took 1.158073666s 
RecursiveSNARK::prove_step 168: true, took 1.13296479s 
RecursiveSNARK::prove_step 169: true, took 1.152733629s 
RecursiveSNARK::prove_step 170: true, took 1.153014084s 
RecursiveSNARK::prove_step 171: true, took 1.150204054s 
RecursiveSNARK::prove_step 172: true, took 1.152291873s 
RecursiveSNARK::prove_step 173: true, took 1.163402882s 
RecursiveSNARK::prove_step 174: true, took 1.171207183s 
RecursiveSNARK::prove_step 175: true, took 1.160890158s 
RecursiveSNARK::prove_step 176: true, took 1.211600793s 
RecursiveSNARK::prove_step 177: true, took 1.178229074s 
RecursiveSNARK::prove_step 178: true, took 1.123939335s 
RecursiveSNARK::prove_step 179: true, took 1.167907732s 
RecursiveSNARK::prove_step 180: true, took 1.178186831s 
RecursiveSNARK::prove_step 181: true, took 1.233268704s 
RecursiveSNARK::prove_step 182: true, took 1.154112569s 
RecursiveSNARK::prove_step 183: true, took 1.177650574s 
RecursiveSNARK::prove_step 184: true, took 1.189774356s 
RecursiveSNARK::prove_step 185: true, took 1.171948908s 
RecursiveSNARK::prove_step 186: true, took 1.145313137s 
RecursiveSNARK::prove_step 187: true, took 1.133017661s 
RecursiveSNARK::prove_step 188: true, took 1.1464592s 
RecursiveSNARK::prove_step 189: true, took 1.171709421s 
RecursiveSNARK::prove_step 190: true, took 1.243907126s 
RecursiveSNARK::prove_step 191: true, took 1.16465088s 
RecursiveSNARK::prove_step 192: true, took 1.160355872s 
RecursiveSNARK::prove_step 193: true, took 1.132308072s 
RecursiveSNARK::prove_step 194: true, took 1.155765322s 
